Property_ID,Property_Type,Location,Bedrooms,Bathrooms,Size_sqft,Price_AED,Price_per_sqft,Furnishing,Year_Built,Listing_Date,Amenities,View_Type,Parking_Spaces,Property_Age
DXB00660,Villa,The Springs,4,3,4787,7276240,1520,Furnished,2022,2025-04-11,"Storage, Pets Allowed, Swimming Pool, Gym, Balcony, Concierge, Maid Room",Garden View,4,3
DXB00661,Penthouse,Dubai Sports City,5,4,5059,9470448,1872,Unfurnished,2016,2025-08-09,"Balcony, Swimming Pool, Jacuzzi, Concierge, Storage",Golf Course View,4,9
DXB00662,Apartment,The Greens,1,1,1118,2060474,1843,Semi-Furnished,2013,2025-01-20,"Childrens Play Area, Sauna, Study Room, Maid Room, Balcony, Storage, Garden, Jacuzzi",City View,2,12
DXB00663,Studio,Town Square,0,1,427,575169,1347,Semi-Furnished,2021,2025-10-10,"Maid Room, Sauna, Garden, Storage, Security, Study Room",Golf Course View,1,4
DXB00664,Villa,The Springs,6,5,5710,6532240,1144,Unfurnished,2014,2024-11-24,"Security, Jacuzzi, Garden, Maid Room, Childrens Play Area",City View,4,11
DXB00665,Penthouse,Jumeirah Lake Towers,3,2,3888,5482080,1410,Furnished,2020,2025-02-17,"Sauna, Parking, Gym, Childrens Play Area, Balcony, Study Room, Security",Sea View,4,5
DXB00666,Townhouse,DIFC,3,3,2680,6365000,2375,Furnished,2024,2025-02-14,"Gym, Parking, BBQ Area, Pets Allowed, Storage",Garden View,4,1
DXB00667,Studio,Dubai Marina,0,1,388,647184,1668,Furnished,2020,2025-01-31,"BBQ Area, Childrens Play Area, Garden, Maid Room, Storage, Steam Room",Sea View,1,5
DXB00668,Studio,International City,0,1,420,452760,1078,Furnished,2016,2025-07-17,"Garden, Swimming Pool, Gym, Jacuzzi",Golf Course View,1,9
DXB00669,Studio,Arabian Ranches,0,1,388,528844,1363,Semi-Furnished,2013,2025-05-19,"Parking, Swimming Pool, Storage, Security, Garden, Concierge, BBQ Area, Jacuzzi",Sea View,1,12
DXB00670,Apartment,Motor City,2,1,1377,1772199,1287,Semi-Furnished,2015,2024-11-17,"Parking, BBQ Area, Balcony, Garden, Swimming Pool, Steam Room, Sauna",City View,3,10
DXB00671,Townhouse,DIFC,4,4,3234,6594126,2039,Semi-Furnished,2016,2025-07-24,"Storage, Garden, Childrens Play Area, Concierge",Garden View,4,9
DXB00672,Penthouse,Arabian Ranches,3,3,3375,4822875,1429,Furnished,2018,2024-12-08,"Concierge, Parking, Gym, Swimming Pool, Childrens Play Area",Golf Course View,4,7
DXB00673,Townhouse,Dubai Sports City,2,2,2289,3914190,1710,Unfurnished,2017,2025-07-23,"Parking, Pets Allowed, Gym, Sauna, Steam Room",Sea View,3,8
DXB00674,Apartment,Mirdif,4,4,1828,2884584,1578,Unfurnished,2013,2025-04-12,"Pets Allowed, Childrens Play Area, Swimming Pool, Jacuzzi, Sauna, Security",Sea View,4,12
DXB00675,Townhouse,Mudon,3,3,2461,2497915,1015,Semi-Furnished,2019,2025-07-14,"Steam Room, Study Room, Security, Swimming Pool, Pets Allowed, Maid Room",Marina View,4,6
DXB00676,Studio,The Greens,0,1,481,642616,1336,Furnished,2011,2024-11-21,"Security, Sauna, Storage, Balcony, Concierge, BBQ Area, Garden, Steam Room",City View,1,14
DXB00677,Studio,Mudon,0,1,433,723543,1671,Unfurnished,2017,2025-03-26,"Gym, Balcony, Security, Swimming Pool, Garden, BBQ Area, Sauna, Study Room",Garden View,1,8
DXB00678,Villa,Al Furjan,6,5,5199,7044645,1355,Unfurnished,2022,2025-01-15,"Swimming Pool, Concierge, Gym, Pets Allowed",Garden View,4,3
DXB00679,Villa,Dubai Silicon Oasis,3,3,3978,4793490,1205,Furnished,2018,2024-11-01,"Maid Room, Garden, Steam Room, Security, Parking",Marina View,4,7
DXB00680,Townhouse,Emirates Hills,2,2,2531,3796500,1500,Unfurnished,2015,2025-10-17,"BBQ Area, Garden, Maid Room, Security, Childrens Play Area",Golf Course View,3,10
DXB00681,Penthouse,Mirdif,4,3,3775,4141175,1097,Furnished,2023,2025-07-07,"Gym, Sauna, Pets Allowed",Sea View,4,2
DXB00682,Apartment,JBR (Jumeirah Beach Residence),2,2,1371,1482051,1081,Furnished,2019,2025-05-13,"Jacuzzi, Swimming Pool, Gym, Steam Room, Parking, Maid Room, BBQ Area",Sea View,3,6
DXB00683,Villa,Arabian Ranches,6,6,5030,9471490,1883,Furnished,2021,2025-04-15,"Pets Allowed, Jacuzzi, Study Room, Maid Room",Marina View,4,4
DXB00684,Penthouse,Palm Jumeirah,5,5,5169,11950728,2312,Semi-Furnished,2014,2025-05-25,"Steam Room, Swimming Pool, Concierge",City View,4,11
DXB00685,Townhouse,Mudon,4,4,3413,5481278,1606,Furnished,2012,2025-08-13,"Jacuzzi, Parking, Garden, Balcony",Marina View,4,13
DXB00686,Apartment,Al Barsha,3,2,1541,1772150,1150,Semi-Furnished,2025,2025-02-28,"Childrens Play Area, Maid Room, Storage, Swimming Pool",Marina View,4,0
DXB00687,Studio,Business Bay,0,1,420,580020,1381,Semi-Furnished,2025,2025-06-10,"Steam Room, Garden, Balcony, Concierge, Swimming Pool, Maid Room, Childrens Play Area",Golf Course View,1,0
DXB00688,Townhouse,Motor City,1,1,2152,4062976,1888,Semi-Furnished,2016,2025-07-04,"Swimming Pool, Jacuzzi, Gym, Parking, Sauna, Security",Golf Course View,2,9
DXB00689,Penthouse,Jumeirah Lake Towers,3,2,3535,4927790,1394,Unfurnished,2016,2025-08-31,"Parking, Gym, Childrens Play Area, Security, Garden, Steam Room, Study Room",City View,4,9
DXB00690,Studio,Dubai Sports City,0,1,425,646425,1521,Furnished,2020,2024-12-23,"Parking, Gym, Security, Study Room",Garden View,1,5
DXB00691,Townhouse,Dubai Hills Estate,1,1,1671,1782957,1067,Unfurnished,2016,2025-03-22,"Pets Allowed, Study Room, Parking, Steam Room, Childrens Play Area",Garden View,2,9
DXB00692,Penthouse,Business Bay,5,4,4540,8249180,1817,Semi-Furnished,2015,2024-11-30,"Maid Room, Swimming Pool, Pets Allowed, Study Room, Security",Garden View,4,10
DXB00693,Penthouse,Mirdif,3,3,3697,5138830,1390,Furnished,2019,2025-02-15,"Pets Allowed, Gym, Parking, BBQ Area, Security, Study Room, Jacuzzi",Marina View,4,6
DXB00694,Studio,Palm Jumeirah,0,1,495,1097415,2217,Unfurnished,2013,2025-01-11,"BBQ Area, Swimming Pool, Gym",Garden View,1,12
DXB00695,Townhouse,Emirates Hills,1,1,2004,4208400,2100,Unfurnished,2014,2025-02-12,"Study Room, Steam Room, Maid Room",Marina View,2,11
DXB00696,Apartment,Jumeirah Village Circle,3,3,1705,2976930,1746,Furnished,2013,2025-05-13,"Garden, Swimming Pool, Study Room, Gym, Jacuzzi, Balcony",Sea View,4,12
DXB00697,Villa,Al Barsha,3,2,4213,5312593,1261,Unfurnished,2018,2025-05-10,"Jacuzzi, Childrens Play Area, Parking, Balcony, Security",Golf Course View,4,7
DXB00698,Studio,Town Square,0,1,490,559580,1142,Semi-Furnished,2025,2024-12-11,"Steam Room, Parking, Security",Sea View,1,0
DXB00699,Apartment,The Springs,2,1,1395,2159460,1548,Semi-Furnished,2016,2025-07-01,"Sauna, Swimming Pool, Gym, Steam Room",Sea View,3,9
DXB00700,Apartment,Business Bay,3,2,1613,2840493,1761,Semi-Furnished,2013,2025-04-25,"Sauna, Storage, Garden, Steam Room, Childrens Play Area, Security, Swimming Pool",Golf Course View,4,12
DXB00701,Penthouse,Business Bay,5,4,4900,9182600,1874,Semi-Furnished,2014,2025-04-10,"Study Room, Maid Room, Pets Allowed, Garden, Childrens Play Area, Steam Room",Garden View,4,11
DXB00702,Penthouse,Arabian Ranches,4,4,4845,5949660,1228,Furnished,2022,2025-02-24,"Sauna, Swimming Pool, Gym, Maid Room, Childrens Play Area, Study Room, Balcony",City View,4,3
DXB00703,Townhouse,The Springs,4,4,3248,4238640,1305,Semi-Furnished,2011,2025-02-17,"Swimming Pool, Balcony, Gym, Storage",Sea View,4,14
DXB00704,Apartment,Al Furjan,2,2,1298,2579126,1987,Furnished,2012,2025-10-04,"Childrens Play Area, Swimming Pool, Pets Allowed, Gym, BBQ Area, Study Room, Steam Room",Golf Course View,3,13
DXB00705,Apartment,Jumeirah Lake Towers,3,3,1735,1927585,1111,Semi-Furnished,2011,2024-12-07,"Storage, Security, Parking",City View,4,14
DXB00706,Townhouse,Motor City,1,1,1783,2485502,1394,Semi-Furnished,2016,2025-07-23,"Jacuzzi, Swimming Pool, Balcony, Steam Room, Garden",Sea View,2,9
DXB00707,Villa,Al Barsha,3,2,4094,4843202,1183,Semi-Furnished,2011,2025-02-12,"Pets Allowed, Security, Sauna, Steam Room, Maid Room, Parking, Concierge",Garden View,4,14
DXB00708,Apartment,The Greens,1,1,930,1368030,1471,Semi-Furnished,2025,2024-12-15,"Storage, Study Room, Security, Parking, Sauna, Balcony",Marina View,2,0
DXB00709,Studio,Discovery Gardens,0,1,430,716810,1667,Unfurnished,2013,2025-02-12,"Concierge, Childrens Play Area, Swimming Pool, Pets Allowed, Jacuzzi, Gym",City View,1,12
DXB00710,Villa,Mudon,6,6,6250,8256250,1321,Unfurnished,2017,2024-11-09,"Jacuzzi, Childrens Play Area, Concierge, Pets Allowed, Maid Room",Golf Course View,4,8
DXB00711,Villa,Emirates Hills,5,4,5385,8756010,1626,Furnished,2014,2025-08-12,"Swimming Pool, Jacuzzi, Storage, Sauna, Study Room, Gym, Pets Allowed",Sea View,4,11
DXB00712,Villa,Jumeirah Lake Towers,6,5,6197,11699936,1888,Furnished,2011,2025-04-10,"Swimming Pool, Gym, BBQ Area, Childrens Play Area, Security",Sea View,4,14
DXB00713,Apartment,JBR (Jumeirah Beach Residence),3,3,1396,1863660,1335,Unfurnished,2020,2025-06-09,"Sauna, Security, Balcony, Concierge, BBQ Area, Maid Room, Parking",Golf Course View,4,5
DXB00714,Apartment,Discovery Gardens,3,2,1681,3099764,1844,Semi-Furnished,2017,2024-12-07,"Pets Allowed, BBQ Area, Security, Childrens Play Area, Jacuzzi, Balcony",Sea View,4,8
DXB00715,Apartment,Downtown Dubai,3,2,1795,4417495,2461,Furnished,2020,2025-04-13,"Pets Allowed, Steam Room, Swimming Pool",Sea View,4,5
DXB00716,Townhouse,Business Bay,2,2,2472,4484208,1814,Furnished,2024,2025-02-17,"BBQ Area, Swimming Pool, Jacuzzi",Marina View,3,1
DXB00717,Penthouse,Motor City,4,4,4000,6564000,1641,Furnished,2020,2025-03-14,"BBQ Area, Steam Room, Security, Parking, Childrens Play Area, Balcony, Gym, Pets Allowed",Golf Course View,4,5
DXB00718,Townhouse,DIFC,1,1,1922,3699850,1925,Furnished,2016,2025-04-08,"Concierge, Sauna, Security, Parking, Garden, Childrens Play Area, Study Room, Jacuzzi",Garden View,2,9
DXB00719,Penthouse,Downtown Dubai,4,4,3914,7123480,1820,Furnished,2019,2025-06-18,"Balcony, Jacuzzi, Maid Room, Steam Room, Pets Allowed, Study Room",Marina View,4,6
DXB00720,Apartment,Dubai Silicon Oasis,3,2,1839,2263809,1231,Unfurnished,2014,2024-11-25,"Swimming Pool, Concierge, Garden",Garden View,4,11
DXB00721,Townhouse,Dubai Silicon Oasis,3,2,3026,5174460,1710,Furnished,2019,2025-04-16,"BBQ Area, Security, Balcony, Parking, Jacuzzi, Childrens Play Area, Steam Room, Garden",City View,4,6
DXB00722,Apartment,Bur Dubai,2,2,1437,1852293,1289,Unfurnished,2024,2025-05-21,"Parking, Jacuzzi, Gym",City View,3,1
DXB00723,Townhouse,Dubai Silicon Oasis,2,1,2357,4692787,1991,Unfurnished,2018,2024-12-26,"Storage, Gym, Maid Room, Jacuzzi, Security, Sauna, BBQ Area, Concierge",Sea View,3,7
DXB00724,Penthouse,Mudon,3,3,4010,4354860,1086,Furnished,2024,2025-10-11,"Maid Room, Security, Balcony",Marina View,4,1
DXB00725,Villa,Dubai Marina,5,5,4566,7524768,1648,Semi-Furnished,2016,2025-09-03,"Swimming Pool, Sauna, Childrens Play Area, BBQ Area, Pets Allowed, Concierge",Marina View,4,9
DXB00726,Apartment,Dubai Marina,1,1,1080,1925640,1783,Furnished,2015,2024-11-21,"Storage, Pets Allowed, Swimming Pool, Jacuzzi, Steam Room, Garden, Balcony, Security",Sea View,2,10
DXB00727,Villa,Mirdif,6,5,5366,8188516,1526,Unfurnished,2012,2025-08-05,"Security, Swimming Pool, Gym, Maid Room, Concierge",Sea View,4,13
DXB00728,Townhouse,International City,4,3,3421,6434901,1881,Semi-Furnished,2023,2025-07-12,"Sauna, Storage, Parking, Concierge, Childrens Play Area, Garden, Swimming Pool",Sea View,4,2
DXB00729,Villa,Arabian Ranches,6,5,4843,5099679,1053,Semi-Furnished,2025,2025-06-13,"Balcony, Parking, Gym",Marina View,4,0
DXB00730,Penthouse,Mudon,4,3,4026,6477834,1609,Furnished,2022,2024-11-06,"Gym, Swimming Pool, Security, Storage",Sea View,4,3
DXB00731,Penthouse,JBR (Jumeirah Beach Residence),3,2,3588,5478876,1527,Semi-Furnished,2022,2024-11-01,"Jacuzzi, Garden, Pets Allowed, Swimming Pool, Gym, Storage, Childrens Play Area, Concierge",Golf Course View,4,3
DXB00732,Apartment,The Springs,1,1,928,1129376,1217,Unfurnished,2020,2024-12-25,"Security, Parking, Steam Room, Childrens Play Area, Sauna, Gym, Garden, Jacuzzi",Sea View,2,5
DXB00733,Penthouse,Arabian Ranches,4,4,4706,5590728,1188,Furnished,2024,2025-03-07,"Study Room, Childrens Play Area, Gym, Storage",Marina View,4,1
DXB00734,Penthouse,Mudon,4,3,4959,5985513,1207,Semi-Furnished,2019,2025-05-05,"Garden, Security, Parking, Pets Allowed, Childrens Play Area, BBQ Area",City View,4,6
DXB00735,Townhouse,Deira,1,1,2014,3276778,1627,Unfurnished,2011,2025-01-24,"Study Room, Childrens Play Area, Sauna, Security, Balcony, Gym, Maid Room, Steam Room",City View,2,14
DXB00736,Villa,Dubai Sports City,4,3,5115,5866905,1147,Semi-Furnished,2013,2025-04-17,"Security, Study Room, Swimming Pool, Childrens Play Area, Concierge, Garden, Pets Allowed, Gym",Garden View,4,12
DXB00737,Studio,Dubai Hills Estate,0,1,416,736320,1770,Semi-Furnished,2020,2025-05-17,"Pets Allowed, Parking, Security, Garden, Gym, Childrens Play Area, Study Room, Storage",Marina View,1,5
DXB00738,Studio,Deira,0,1,423,535518,1266,Semi-Furnished,2018,2025-09-22,"Concierge, Jacuzzi, Parking, Swimming Pool, Pets Allowed, Maid Room, Study Room, Childrens Play Area",Garden View,1,7
DXB00739,Apartment,Discovery Gardens,4,3,1785,2779245,1557,Semi-Furnished,2017,2025-09-11,"Steam Room, Childrens Play Area, Swimming Pool, Gym, Study Room, Pets Allowed, Parking",Marina View,4,8
DXB00740,Villa,Motor City,3,2,3464,5261816,1519,Unfurnished,2015,2025-07-06,"Security, Pets Allowed, Balcony, Maid Room, Parking, Gym",Marina View,4,10
DXB00741,Studio,Jumeirah Village Circle,0,1,412,758492,1841,Semi-Furnished,2023,2025-08-08,"Pets Allowed, BBQ Area, Sauna",Sea View,1,2
DXB00742,Apartment,Business Bay,4,3,1617,1756062,1086,Furnished,2016,2025-05-11,"Jacuzzi, Balcony, Security, Pets Allowed, Concierge, BBQ Area, Swimming Pool, Study Room",City View,4,9
DXB00743,Penthouse,Business Bay,5,5,5560,6972240,1254,Semi-Furnished,2014,2025-05-11,"Swimming Pool, Gym, Pets Allowed, Concierge, Parking, Sauna",Marina View,4,11
DXB00744,Townhouse,International City,1,1,1775,2721075,1533,Semi-Furnished,2019,2025-10-02,"Garden, Swimming Pool, Jacuzzi",Golf Course View,2,6
DXB00745,Penthouse,Jumeirah Village Circle,4,4,4391,5787338,1318,Furnished,2014,2024-12-07,"Maid Room, Gym, Concierge, BBQ Area, Sauna, Security, Parking, Storage",City View,4,11
DXB00746,Apartment,Mudon,3,2,1696,2540608,1498,Unfurnished,2016,2025-04-07,"Steam Room, Garden, Maid Room, Swimming Pool",City View,4,9
DXB00747,Townhouse,The Springs,2,1,2144,3333920,1555,Semi-Furnished,2020,2025-08-01,"Swimming Pool, Gym, Jacuzzi, BBQ Area",Garden View,3,5
DXB00748,Townhouse,Arabian Ranches,1,1,2002,2712710,1355,Semi-Furnished,2013,2025-04-09,"Concierge, Jacuzzi, Balcony, Steam Room, BBQ Area, Garden, Swimming Pool, Sauna",Marina View,2,12
DXB00749,Studio,Bur Dubai,0,1,443,543561,1227,Semi-Furnished,2019,2025-08-19,"Sauna, Garden, Gym, Jacuzzi",City View,1,6
DXB00750,Apartment,Bur Dubai,4,3,1616,2016768,1248,Semi-Furnished,2013,2025-07-15,"Security, Sauna, Steam Room, Parking, Maid Room, Balcony, Study Room",Garden View,4,12
DXB00751,Studio,Dubai Sports City,0,1,415,430355,1037,Furnished,2011,2025-02-14,"Study Room, Swimming Pool, Storage, Security, Maid Room, Steam Room",Garden View,1,14
DXB00752,Apartment,Jumeirah Village Circle,1,1,878,1580400,1800,Semi-Furnished,2022,2024-11-20,"Swimming Pool, Gym, Pets Allowed, Sauna, Storage, Steam Room, Maid Room, Jacuzzi",Golf Course View,2,3
DXB00753,Penthouse,Dubai Sports City,4,3,4672,5550336,1188,Unfurnished,2011,2025-05-05,"Swimming Pool, Maid Room, Steam Room, Garden",Sea View,4,14
DXB00754,Penthouse,Dubai Sports City,4,4,3867,6995403,1809,Unfurnished,2019,2025-01-13,"Storage, Swimming Pool, Gym, Security, BBQ Area, Maid Room, Jacuzzi, Balcony",City View,4,6
DXB00755,Penthouse,Downtown Dubai,4,4,3981,7508166,1886,Unfurnished,2020,2024-11-21,"Security, Pets Allowed, Maid Room, Concierge, Jacuzzi",City View,4,5
DXB00756,Villa,DIFC,4,3,4108,8782904,2138,Semi-Furnished,2015,2024-12-05,"BBQ Area, Jacuzzi, Security",Garden View,4,10
DXB00757,Penthouse,Dubai Sports City,4,3,4325,7508200,1736,Semi-Furnished,2024,2025-04-18,"Sauna, Balcony, Study Room, Gym, Security",Marina View,4,1
DXB00758,Villa,DIFC,6,6,5121,8685216,1696,Furnished,2016,2025-09-20,"Parking, Concierge, Gym, Jacuzzi",City View,4,9
DXB00759,Townhouse,Mudon,3,2,2792,5293632,1896,Furnished,2018,2025-06-04,"Swimming Pool, Concierge, Security, BBQ Area, Gym, Balcony, Garden",Golf Course View,4,7
DXB00760,Penthouse,Mudon,5,4,5212,7635580,1465,Semi-Furnished,2014,2025-10-22,"Swimming Pool, Security, Concierge, Jacuzzi",Marina View,4,11
DXB00761,Studio,Dubai Silicon Oasis,0,1,495,628650,1270,Semi-Furnished,2011,2025-03-27,"Study Room, Swimming Pool, Steam Room, BBQ Area, Childrens Play Area, Parking, Jacuzzi, Balcony",Sea View,1,14
DXB00762,Studio,Al Barsha,0,1,516,588240,1140,Furnished,2015,2025-10-24,"Jacuzzi, Steam Room, Childrens Play Area, Pets Allowed, Storage, BBQ Area",Golf Course View,1,10
DXB00763,Penthouse,The Greens,4,4,3953,5233772,1324,Unfurnished,2025,2025-10-21,"Security, Concierge, Childrens Play Area, Parking, Gym",Sea View,4,0
DXB00764,Studio,Dubai Marina,0,1,404,721948,1787,Furnished,2020,2025-08-24,"Pets Allowed, Swimming Pool, BBQ Area, Security, Gym",Garden View,1,5
DXB00765,Penthouse,Discovery Gardens,3,3,3338,3651772,1094,Furnished,2014,2024-12-06,"Swimming Pool, Jacuzzi, Storage",City View,4,11
DXB00766,Townhouse,Dubai Marina,1,1,1698,3171864,1868,Semi-Furnished,2024,2024-12-19,"Gym, Concierge, Childrens Play Area, BBQ Area, Study Room, Security, Garden, Maid Room",Marina View,2,1
DXB00767,Penthouse,Dubai Marina,5,5,4964,7436072,1498,Furnished,2023,2025-09-27,"Jacuzzi, Security, Parking, Swimming Pool, Childrens Play Area, BBQ Area, Pets Allowed",Garden View,4,2
DXB00768,Villa,Deira,5,5,5263,8926048,1696,Furnished,2015,2025-10-20,"Balcony, Steam Room, BBQ Area, Maid Room",City View,4,10
DXB00769,Studio,The Greens,0,1,482,515740,1070,Semi-Furnished,2014,2025-08-06,"Balcony, Maid Room, Garden, Childrens Play Area, Study Room",Sea View,1,11
DXB00770,Apartment,Dubai Silicon Oasis,3,3,1509,2942550,1950,Semi-Furnished,2025,2025-02-26,"Study Room, Security, BBQ Area, Jacuzzi",Garden View,4,0
DXB00771,Villa,Bur Dubai,4,3,5134,9472230,1845,Semi-Furnished,2022,2025-06-23,"Swimming Pool, Security, Balcony, Pets Allowed, Gym, Sauna, Childrens Play Area",City View,4,3
DXB00772,Penthouse,DIFC,3,2,3778,7982914,2113,Semi-Furnished,2015,2025-02-18,"Pets Allowed, Childrens Play Area, Garden, Swimming Pool",Golf Course View,4,10
DXB00773,Villa,Discovery Gardens,5,5,5070,7610070,1501,Semi-Furnished,2024,2025-06-22,"Security, Steam Room, Balcony, Storage",Sea View,4,1
DXB00774,Apartment,Dubai Sports City,2,2,1458,2652102,1819,Semi-Furnished,2019,2024-12-25,"Concierge, Parking, Security, Steam Room",Marina View,3,6
DXB00775,Penthouse,Dubai Sports City,4,4,4831,8517053,1763,Unfurnished,2024,2025-03-08,"Storage, Parking, Jacuzzi, Gym, Swimming Pool, Maid Room, Study Room, Pets Allowed",Marina View,4,1
DXB00776,Villa,Al Furjan,6,5,4794,5460366,1139,Furnished,2011,2025-04-15,"Storage, Swimming Pool, Childrens Play Area, BBQ Area",Garden View,4,14
DXB00777,Villa,Dubai Marina,3,2,3747,5538066,1478,Furnished,2020,2025-03-14,"Security, Study Room, BBQ Area, Storage, Jacuzzi, Sauna",Sea View,4,5
DXB00778,Penthouse,Town Square,4,3,4926,7783080,1580,Unfurnished,2017,2025-02-20,"Gym, Steam Room, Garden, Balcony, Pets Allowed, Maid Room, Jacuzzi",City View,4,8
DXB00779,Apartment,DIFC,1,1,997,2053820,2060,Semi-Furnished,2016,2025-02-16,"Maid Room, Jacuzzi, Childrens Play Area, Sauna, Parking, Steam Room, Gym, Concierge",Sea View,2,9
DXB00780,Studio,DIFC,0,1,385,755755,1963,Unfurnished,2021,2025-03-25,"Childrens Play Area, Balcony, Swimming Pool, Jacuzzi",Sea View,1,4
DXB00781,Townhouse,Dubai Marina,4,3,3422,3729980,1090,Furnished,2015,2025-08-11,"Parking, Balcony, Concierge, Study Room, Gym, BBQ Area",Golf Course View,4,10
DXB00782,Penthouse,International City,5,4,4500,7762500,1725,Semi-Furnished,2012,2025-10-16,"Jacuzzi, Childrens Play Area, Parking, Maid Room, Security, Gym, BBQ Area",Marina View,4,13
DXB00783,Villa,JBR (Jumeirah Beach Residence),4,4,3922,5047614,1287,Furnished,2021,2025-01-27,"Swimming Pool, Gym, Parking, Childrens Play Area, Concierge, Jacuzzi, Storage",Sea View,4,4
DXB00784,Studio,Jumeirah Village Circle,0,1,462,554400,1200,Unfurnished,2011,2025-07-22,"Concierge, Swimming Pool, Security, Childrens Play Area, Maid Room, BBQ Area, Pets Allowed, Study Room",Sea View,1,14
DXB00785,Villa,Al Barsha,4,4,4794,9209274,1921,Unfurnished,2011,2025-08-11,"Jacuzzi, Parking, Gym, Concierge, Security, Pets Allowed, Garden, Swimming Pool",Sea View,4,14
DXB00786,Villa,Al Barsha,4,4,3933,6414723,1631,Furnished,2023,2024-12-21,"Gym, Steam Room, Swimming Pool, BBQ Area, Storage",Marina View,4,2
DXB00787,Villa,Deira,3,2,4571,7985537,1747,Semi-Furnished,2011,2025-04-03,"Gym, Swimming Pool, Garden, Storage, Parking",Golf Course View,4,14
DXB00788,Townhouse,Mirdif,2,2,2304,3773952,1638,Unfurnished,2016,2025-05-17,"Jacuzzi, Steam Room, Concierge",Sea View,3,9
DXB00789,Villa,Mirdif,4,3,4218,5453874,1293,Semi-Furnished,2011,2025-05-31,"Maid Room, Jacuzzi, Garden, Pets Allowed, Swimming Pool, BBQ Area",Sea View,4,14
